Concurso;Data Sorteio;1 Dezena;2 Dezena;3 Dezena;4 Dezena;5 Dezena;Arrecadacao Total;Ganhadores Quina;Cidade;Rateio Quina;Ganhadores Quadra;Rateio Quadra;Ganhadores Terno;Rateio Terno;Ganhadores Duque;Rateio Duque;Acumulado;Valor Acumulado;Estimativa Premio;Valor Acumulado Sorteio Especial São João
4477;09/09/2017;001;034;054;058;067;7.358.385,00;0;;0,00;45;9.427,65;4507;141,54;123972;2,83;SIM;2.153.495,38;2.153.495,38;23.997.953,55
4478;11/09/2017;008;013;023;067;080;7.713.616,50;0;;0,00;83;5.358,13;7076;94,51;164083;2,24;SIM;2.972.725,72;2.972.725,72;24.349.052,28
4479;12/09/2017;005;013;029;066;073;8.659.506,00;0;;0,00;87;5.738,62;7792;96,35;186617;2,21;SIM;3.892.414,96;3.892.414,96;24.743.204,83
4480;13/09/2017;004;025;026;042;061;9.671.283,00;0;;0,00;61;9.140,88;6937;120,87;179865;2,56;SIM;4.919.560,72;4.919.560,72;25.183.410,17
4481;14/09/2017;011;021;030;032;067;9.829.035,00;2;PORTO VELHO - RO, Sorocaba - SP;2.981.730,33;69;8.212,88;5973;142,66;168609;2,77;NAO;0,00;0,00;25.630.795,87
4482;15/09/2017;012;024;055;057;076;6.173.371,50;0;;0,00;82;4.340,52;5005;106,93;125191;2,35;SIM;655.647,48;655.647,48;25.911.787,65
4483;16/09/2017;021;031;033;072;077;6.840.282,00;0;;0,00;52;7.584,11;4423;134,08;120882;2,69;SIM;1.382.124,69;1.382.124,69;26.223.135,05
4484;18/09/2017;010;018;022;045;055;7.491.171,00;0;;0,00;114;3.788,60;8805;73,76;174598;2,04;SIM;2.177.730,04;2.177.730,04;26.564.108,78
4485;19/09/2017;009;016;042;051;073;7.778.500,50;0;;0,00;75;5.979,54;5422;124,37;141119;2,62;SIM;3.003.851,44;3.003.851,44;26.918.160,82
4486;20/09/2017;002;003;041;060;080;8.490.958,50;0;;0,00;53;9.236,65;5497;133,91;148115;2,73;SIM;3.905.639,96;3.905.639,96;27.304.641,63
4487;21/09/2017;009;023;029;034;043;8.712.574,50;0;;0,00;101;4.973,46;8291;91,10;190182;2,18;SIM;4.830.965,37;4.830.965,37;27.701.209,68
4488;22/09/2017;009;025;066;076;080;9.621.526,50;1;OURO PRETO - MG;5.852.826,71;68;8.157,72;6083;137,13;164054;2,79;NAO;0,00;0,00;28.139.150,27
4489;23/09/2017;013;023;026;042;079;5.876.680,50;0;;0,00;50;6.776,35;5341;95,39;133967;2,09;SIM;624.137,20;624.137,20;28.406.637,65
4490;25/09/2017;008;037;059;063;073;6.688.393,50;0;;0,00;34;11.341,66;4234;136,95;110179;2,89;SIM;1.334.482,97;1.334.482,97;28.711.071,57
4491;26/09/2017;002;012;013;018;028;7.122.910,50;0;;0,00;214;1.919,01;9714;63,57;186093;1,82;SIM;2.090.976,94;2.090.976,94;29.035.283,29
4492;27/09/2017;003;004;011;025;051;7.830.465,00;0;;0,00;126;3.583,03;9083;74,74;190849;1,95;SIM;2.922.617,26;2.922.617,26;29.391.700,59
4493;28/09/2017;003;025;037;042;077;7.819.759,50;0;;0,00;94;4.796,22;6767;100,18;156698;2,37;SIM;3.753.120,60;3.753.120,60;29.747.630,60
4494;29/09/2017;010;013;025;069;070;9.023.307,00;0;;0,00;101;5.150,84;8340;93,80;195090;2,20;SIM;4.711.447,59;4.711.447,59;30.158.342,18
4495;30/09/2017;005;017;025;064;066;8.941.950,00;0;;0,00;94;5.484,51;8252;93,94;200630;2,12;SIM;5.661.134,00;5.661.134,00;30.565.350,66
4496;02/10/2017;030;037;042;063;078;9.852.892,50;1;PAIÇANDU - PR;6.707.567,74;84;6.762,67;5687;150,20;149184;3,14;NAO;0,00;0,00;31.013.822,28
4497;03/10/2017;002;021;030;048;051;5.855.034,00;0;;0,00;34;9.928,51;3466;146,45;94792;2,94;SIM;621.838,21;621.838,21;31.280.324,39
4498;04/10/2017;008;013;032;052;054;7.135.066,50;0;;0,00;92;4.471,40;7177;86,19;160701;2,11;SIM;1.379.623,22;1.379.623,22;31.605.089,41
4499;05/10/2017;011;024;033;034;079;7.380.355,50;0;;0,00;45;9.455,80;5574;114,79;147391;2,38;SIM;2.163.459,34;2.163.459,34;31.941.019,19
4500;06/10/2017;007;023;036;066;069;8.556.003,00;1;SÃO PAULO - SP;3.072.155,97;122;4.043,38;7088;104,65;166719;2,44;NAO;0,00;0,00;32.330.460,61
4501;07/10/2017;020;041;048;051;065;6.104.191,50;0;;0,00;28;12.569,09;2816;187,93;82029;3,54;SIM;648.300,17;648.300,17;32.608.303,56
4502;09/10/2017;007;062;067;073;080;6.848.266,50;0;;0,00;46;8.583,34;4067;145,98;110340;2,95;SIM;1.375.625,37;1.375.625,37;32.920.014,38
4503;10/10/2017;021;030;047;055;067;7.312.227,00;0;;0,00;58;7.268,68;4214;150,44;115895;3,00;SIM;2.152.225,85;2.152.225,85;33.252.843,17
4504;11/10/2017;003;023;026;051;060;8.319.267,00;0;;0,00;72;6.661,72;6373;113,17;157376;2,52;SIM;3.035.779,75;3.035.779,75;33.631.509,14
4505;13/10/2017;025;031;051;072;074;9.171.805,50;0;;0,00;54;9.792,52;4787;166,11;143663;3,04;SIM;4.009.878,14;4.009.878,14;34.048.979,89
4506;14/10/2017;018;027;056;077;078;8.587.906,50;0;;0,00;88;5.626,50;6319;117,82;162255;2,52;SIM;4.921.963,09;4.921.963,09;34.439.873,47
4507;16/10/2017;026;034;060;069;074;9.081.180,00;0;;0,00;51;10.266,11;4700;167,51;138279;3,13;SIM;5.886.436,53;5.886.436,53;34.853.219,24
4508;17/10/2017;014;045;072;073;080;10.053.720,00;0;;0,00;95;6.101,51;7095;122,85;181294;2,64;SIM;6.954.199,31;6.954.199,31;35.310.831,87
4509;18/10/2017;007;008;009;053;056;11.406.354,00;2;MANAUS - AM, PALHOÇA - SC;4.082.809,78;151;4.355,15;12292;80,45;261864;2,07;NAO;0,00;0,00;35.830.012,01
4510;19/10/2017;006;020;037;050;051;5.311.116,00;1;BARUERI - SP;564.071,00;42;7.290,71;3135;146,87;88913;2,84;NAO;0,00;0,00;36.071.756,73
4511;20/10/2017;007;053;062;071;075;5.789.272,50;0;;0,00;44;7.585,86;3466;144,81;94912;2,90;SIM;614.853,96;614.853,96;36.335.265,58
4512;21/10/2017;013;048;054;057;078;6.404.674,50;0;;0,00;77;4.795,56;5342;103,94;127744;2,39;SIM;1.295.067,15;1.295.067,15;36.626.785,54
4513;23/10/2017;003;017;026;047;056;6.847.554,00;0;;0,00;90;4.386,58;6645;89,34;153849;2,12;SIM;2.022.316,68;2.022.316,68;36.938.463,92
4514;24/10/2017;002;026;052;054;058;7.253.503,50;1;RIO DE JANEIRO - RJ;2.792.680,38;78;5.361,51;6025;104,37;136428;2,53;NAO;0,00;0,00;37.268.619,81
4515;25/10/2017;002;011;039;054;059;5.599.237,50;0;;0,00;26;12.416,21;3990;121,66;106922;2,49;SIM;594.671,16;594.671,16;37.523.478,89
4516;26/10/2017;011;024;041;050;057;6.294.589,50;0;;0,00;46;7.889,38;4027;135,51;109480;2,74;SIM;1.263.192,68;1.263.192,68;37.809.988,12
4517;27/10/2017;002;005;062;079;080;7.188.168,00;0;;0,00;75;5.525,74;6254;99,64;144750;2,36;SIM;2.026.617,38;2.026.617,38;38.137.170,15
4518;28/10/2017;026;036;043;066;077;7.184.158,50;0;;0,00;73;5.673,97;5224;119,22;129501;2,64;SIM;2.789.616,24;2.789.616,24;38.464.169,69
4519;30/10/2017;010;017;027;030;044;7.950.684,00;0;;0,00;215;2.132,06;10815;63,73;190382;1,99;SIM;3.634.024,51;3.634.024,51;38.826.058,96
4520;31/10/2017;013;022;049;068;074;8.894.371,50;0;;0,00;68;7.541,19;6669;115,62;169468;2,50;SIM;4.578.657,81;4.578.657,81;39.230.901,83
4521;01/11/2017;011;012;032;043;078;10.280.260,50;1;JARDINÓPOLIS - SP;5.670.480,48;83;7.141,01;6832;130,45;194604;2,51;NAO;0,00;0,00;39.698.825,84
4522;03/11/2017;001;027;038;059;074;6.601.762,50;0;;0,00;45;8.458,26;3498;163,62;106678;2,95;SIM;701.145,07;701.145,07;39.999.316,59
4523;04/11/2017;002;023;037;049;058;6.924.361,50;0;;0,00;66;6.048,80;5723;104,89;136746;2,41;SIM;1.436.552,00;1.436.552,00;40.314.491,01
4524;06/11/2017;029;034;040;054;079;7.575.720,00;0;;0,00;52;8.399,51;4365;150,47;121227;2,97;SIM;2.241.136,94;2.241.136,94;40.659.313,15
4525;07/11/2017;011;070;074;077;080;8.057.967,00;0;;0,00;112;4.148,02;6672;104,70;142123;2,70;SIM;3.096.939,28;3.096.939,28;41.026.085,59
4526;08/11/2017;011;018;051;070;075;9.312.757,50;0;;0,00;55;9.762,23;5421;148,93;160646;2,76;SIM;4.086.007,59;4.086.007,59;41.449.972,02
4527;09/11/2017;007;019;025;037;040;9.239.338,50;0;;0,00;126;4.227,70;9170;87,35;209640;2,10;SIM;5.067.278,37;5.067.278,37;41.870.516,65
4528;10/11/2017;008;013;016;026;079;10.068.711,00;0;;0,00;156;3.721,20;11080;78,78;235931;2,03;SIM;6.136.633,27;6.136.633,27;42.328.811,63
4529;11/11/2017;015;034;041;062;073;9.945.568,50;1;SANTARÉM - PA;7.192.909,73;58;9.886,34;5540;155,64;153622;3,08;NAO;0,00;0,00;42.781.501,55
4530;13/11/2017;001;020;029;049;067;5.726.521,50;0;;0,00;40;8.254,00;3343;148,51;94787;2,88;SIM;608.189,45;608.189,45;43.042.154,18
4531;14/11/2017;013;029;054;072;077;6.981.630,00;0;;0,00;104;3.870,41;6571;92,11;146999;2,26;SIM;1.349.678,62;1.349.678,62;43.359.935,27
4532;16/11/2017;001;010;011;058;068;7.163.502,00;0;;0,00;76;5.434,32;7059;87,98;156692;2,17;SIM;2.110.483,65;2.110.483,65;43.685.994,58
4533;17/11/2017;031;037;059;064;069;8.087.817,00;0;;0,00;52;8.967,30;4407;159,11;120785;3,19;SIM;2.969.456,23;2.969.456,23;44.054.125,69
4534;18/11/2017;010;013;015;051;056;8.016.217,50;0;;0,00;151;3.060,74;9394;73,98;193292;1,97;SIM;3.820.824,53;3.820.824,53;44.418.997,84
4535;20/11/2017;029;035;044;053;062;6.164.991,00;0;;0,00;208;1.708,84;4424;120,81;110790;2,65;SIM;4.475.581,95;4.475.581,95;44.699.608,18
4536;21/11/2017;005;013;017;029;067;8.914.282,50;0;;0,00;206;2.494,90;12885;59,98;233419;1,82;SIM;5.422.329,92;5.422.329,92;45.105.357,33
4537;22/11/2017;045;046;053;065;067;9.581.688,00;0;;0,00;75;7.365,71;6423;129,33;158486;2,88;SIM;6.439.960,17;6.439.960,17;45.541.484,59
4538;23/11/2017;033;044;052;058;066;9.866.289,00;0;;0,00;119;4.780,14;8757;97,68;187303;2,51;SIM;7.487.816,70;7.487.816,70;45.990.565,98
4539;24/11/2017;007;012;025;035;074;10.833.619,50;0;;0,00;128;4.879,75;9722;96,61;235680;2,19;SIM;8.638.409,27;8.638.409,27;46.483.677,10
4540;25/11/2017;004;029;048;061;077;10.543.743,00;1;SANTOS - SP;9.758.215,30;109;5.577,02;6653;137,40;182872;2,74;NAO;0,00;0,00;46.963.593,98
4541;27/11/2017;004;016;026;030;055;5.561.160,00;0;;0,00;71;4.515,87;4802;100,40;114391;2,31;SIM;590.627,10;590.627,10;47.216.719,90
4542;28/11/2017;005;016;039;045;047;6.246.045,00;0;;0,00;69;5.219,03;5625;96,27;132410;2,24;SIM;1.253.992,93;1.253.992,93;47.501.019,56
4543;29/11/2017;050;061;069;076;078;7.222.764,00;0;;0,00;49;8.498,47;3240;193,27;90591;3,80;SIM;2.021.091,92;2.021.091,92;47.829.776,29
4544;30/11/2017;001;028;034;038;043;7.262.989,50;0;;0,00;78;5.368,52;5377;117,10;138160;2,50;SIM;2.792.463,08;2.792.463,08;48.160.363,93
4545;01/12/2017;031;037;038;055;058;8.580.693,00;0;;0,00;83;5.960,43;5528;134,57;145568;2,81;SIM;3.703.781,93;3.703.781,93;48.550.929,17
4546;02/12/2017;008;039;060;062;071;9.065.809,50;0;;0,00;61;8.568,61;4477;175,56;130141;3,32;SIM;4.666.622,93;4.666.622,93;48.963.575,32
4547;04/12/2017;002;006;041;066;080;9.418.320,00;1;BRASÍLIA - DF;5.666.902,57;194;2.799,02;6627;123,21;171119;2,62;NAO;0,00;0,00;49.392.266,61
4548;05/12/2017;037;045;060;061;078;5.959.044,00;0;;0,00;33;10.411,09;2841;181,85;82987;3,42;SIM;632.884,68;632.884,68;49.663.502,90
4549;06/12/2017;008;034;054;063;069;7.233.990,00;1;CUIABÁ - MT;1.401.175,93;57;7.317,06;5197;120,68;128814;2,67;NAO;0,00;0,00;49.992.770,60
4550;07/12/2017;013;037;042;068;078;6.078.627,00;2;BRASÍLIA - DF, RECIFE - PE;322.792,54;54;6.490,01;4732;111,37;113371;2,55;NAO;0,00;0,00;50.269.449,93
4551;08/12/2017;008;031;038;042;048;5.456.512,50;0;;0,00;43;7.316,11;3793;124,72;96548;2,69;SIM;579.512,94;579.512,94;50.517.812,63
4552;09/12/2017;016;042;043;052;058;6.860.796,00;0;;0,00;46;8.599,04;4449;133,69;117639;2,78;SIM;1.308.168,85;1.308.168,85;50.830.093,75
4553;11/12/2017;005;009;019;024;049;7.176.504,00;0;;0,00;218;1.897,97;11850;52,50;204071;1,67;SIM;2.070.354,75;2.070.354,75;51.156.744,87
4554;12/12/2017;012;014;025;058;068;7.679.838,00;0;;0,00;61;7.258,65;6015;110,69;155372;2,35;SIM;2.885.997,62;2.885.997,62;51.506.306,11
4555;13/12/2017;001;019;022;027;035;8.503.731,00;1;OSASCO - SP;3.789.142,66;140;3.501,99;8909;82,75;200122;2,02;NAO;0,00;0,00;51.893.368,29
4556;14/12/2017;001;004;035;036;068;5.833.893,00;0;;0,00;56;6.006,26;4481;112,87;115144;2,41;SIM;619.592,92;619.592,92;52.158.908,13
4557;15/12/2017;007;011;049;050;078;7.047.600,00;0;;0,00;78;5.209,31;5339;114,44;133328;2,52;SIM;1.368.088,48;1.368.088,48;52.479.691,95
4558;16/12/2017;013;022;046;070;077;7.272.301,50;0;;0,00;153;2.740,40;5763;109,40;144532;2,39;SIM;2.140.448,64;2.140.448,64;52.810.703,47
4559;18/12/2017;002;007;020;053;079;7.722.738,00;1;RIO DE JANEIRO - RJ;2.960.647,73;89;5.002,82;7007;95,55;161538;2,27;NAO;0,00;0,00;53.162.217,39
4560;19/12/2017;017;020;027;033;071;5.581.900,50;0;;0,00;80;4.022,78;4993;96,92;116420;2,28;SIM;592.829,87;592.829,87;53.416.287,33
4561;20/12/2017;019;023;068;074;080;6.902.140,50;0;;0,00;70;5.684,85;4921;121,60;128787;2,55;SIM;1.325.876,80;1.325.876,80;53.730.450,32
4562;21/12/2017;010;015;019;036;054;7.167.412,50;1;SALVADOR - BA;2.087.097,14;112;3.689,59;8442;73,60;177642;1,92;NAO;0,00;0,00;54.056.687,63
4563;22/12/2017;040;046;058;064;080;6.067.359,00;1;SALVADOR - BA;644.388,34;37;9.454,34;3411;154,21;88952;3,25;NAO;0,00;0,00;54.332.854,08
4564;23/12/2017;041;058;070;071;080;5.956.303,50;0;;0,00;28;12.264,57;3539;145,91;88637;3,20;SIM;632.593,62;632.593,62;54.603.965,63
4565;26/12/2017;023;042;064;072;079;6.443.874,00;0;;0,00;60;6.191,98;4870;114,71;107713;2,85;SIM;1.316.970,02;1.316.970,02;54.897.269,82
4566;27/12/2017;002;013;016;042;067;7.362.720,00;1;SÃO PAULO - SP;2.098.933,13;89;4.769,60;7229;88,30;165328;2,12;NAO;0,00;0,00;55.232.396,88
4567;28/12/2017;031;038;046;065;079;5.803.884,00;0;;0,00;48;6.971,26;3198;157,34;85278;3,24;SIM;616.405,79;616.405,79;55.496.570,79
4568;29/12/2017;005;020;059;074;078;6.593.988,00;0;;0,00;33;11.520,41;4082;140,05;112361;2,79;SIM;1.316.725,16;1.316.725,16;55.796.707,68
4569;30/12/2017;030;059;064;066;069;6.206.598,00;0;;0,00;35;10.223,96;3305;162,81;84687;3,49;SIM;1.975.901,48;1.975.901,48;56.079.211,84
4570;02/01/2018;026;036;038;059;065;7.193.233,50;0;;0,00;37;11.208,72;4617;135,07;119503;2,87;SIM;2.739.864,17;2.739.864,17;56.406.624,43
4571;03/01/2018;013;017;036;045;080;8.524.686,00;0;;0,00;123;3.995,83;8924;82,81;204007;1,99;SIM;3.645.234,75;3.645.234,75;56.794.640,40
4572;04/01/2018;010;022;032;045;054;9.509.625,00;0;;0,00;103;5.323,04;8617;95,67;200821;2,25;SIM;4.655.211,51;4.655.211,51;57.227.487,61
4573;05/01/2018;010;035;042;055;077;10.847.266,50;0;;0,00;122;5.126,18;9259;101,57;218019;2,37;SIM;5.807.253,47;5.807.253,47;57.721.219,89
4574;06/01/2018;037;040;045;047;069;10.914.130,50;0;;0,00;82;7.673,78;6463;146,40;181686;2,86;SIM;6.966.396,78;6.966.396,78;58.217.995,61
4575;08/01/2018;010;031;033;049;052;12.169.548,00;0;;0,00;142;4.941,05;10989;96,01;238459;2,43;SIM;8.258.872,63;8.258.872,63;58.771.913,84
4576;09/01/2018;016;044;051;064;072;13.753.974,00;0;;0,00;111;7.143,96;8404;141,89;224775;2,91;SIM;9.719.623,62;9.719.623,62;59.397.949,99
4577;10/01/2018;031;055;067;072;075;15.144.838,50;0;;0,00;99;8.819,89;8425;155,84;228747;3,15;SIM;11.328.092,40;11.328.092,40;60.087.293,77
4578;11/01/2018;029;037;052;054;059;16.433.517,00;1;SÃO PAULO - SP;13.073.426,24;182;5.205,86;12878;110,63;297502;2,63;NAO;0,00;0,00;60.835.294,00
4579;12/01/2018;023;039;046;053;077;6.533.010,00;1;BRASÍLIA - DF;693.843,15;96;3.923,52;5611;100,94;123862;2,51;NAO;0,00;0,00;61.132.655,36
4580;13/01/2018;018;036;043;054;065;6.449.791,50;0;;0,00;83;4.480,24;6131;91,20;125873;2,44;SIM;685.004,88;685.004,88;61.426.228,90
4581;15/01/2018;006;013;033;057;059;7.191.388,50;0;;0,00;131;3.165,01;8116;76,82;170090;2,01;SIM;1.448.771,61;1.448.771,61;61.753.557,51
4582;16/01/2018;011;021;033;059;062;8.075.101,50;1;TIANGUA - CE;2.306.393,73;49;9.501,36;5714;122,52;148679;2,58;NAO;0,00;0,00;62.121.109,86
4583;17/01/2018;013;051;063;066;068;6.126.433,50;0;;0,00;51;6.925,82;4190;126,76;103685;2,81;SIM;650.662,40;650.662,40;62.399.965,19
4584;18/01/2018;027;041;062;077;080;7.005.202,50;0;;0,00;53;7.620,41;4310;140,91;112484;2,96;SIM;1.394.655,11;1.394.655,11;62.718.819,22
4585;19/01/2018;026;049;068;072;078;8.048.257,50;0;;0,00;62;7.484,17;5434;128,40;129842;2,95;SIM;2.249.426,25;2.249.426,25;63.085.149,72
4586;20/01/2018;007;013;029;030;056;7.648.033,50;0;;0,00;131;3.365,98;8863;74,81;177503;2,05;SIM;3.061.691,29;3.061.691,29;63.433.263,33
4587;22/01/2018;004;012;018;061;069;8.561.203,50;0;;0,00;78;6.328,11;6988;106,21;164949;2,47;SIM;3.970.940,24;3.970.940,24;63.822.941,47
4588;23/01/2018;033;042;057;067;075;9.322.078,50;0;;0,00;64;8.397,81;6726;120,16;169427;2,62;SIM;4.960.998,49;4.960.998,49;64.247.252,15
4589;24/01/2018;004;010;033;038;058;9.733.639,50;1;IVAIPORÃ - PR;5.994.766,87;161;3.485,65;10509;80,30;222646;2,08;NAO;0,00;0,00;64.690.295,76
4590;25/01/2018;010;018;030;031;032;5.252.499,00;0;;0,00;67;4.519,86;4335;105,04;102169;2,45;SIM;557.845,54;557.845,54;64.929.372,42
4591;26/01/2018;015;018;041;066;075;6.865.644,00;0;;0,00;43;9.205,48;3838;155,09;111068;2,94;SIM;1.287.016,33;1.287.016,33;65.241.874,21
4592;27/01/2018;006;057;074;079;080;7.097.986,50;0;;0,00;54;7.578,36;5288;116,37;126198;2,68;SIM;2.040.863,23;2.040.863,23;65.564.951,47
4593;29/01/2018;009;016;039;042;078;7.914.300,00;1;PORTO ALEGRE - RS;2.881.407,31;111;4.110,77;6087;112,72;150187;2,51;NAO;0,00;0,00;65.925.184,67
4594;30/01/2018;011;016;032;046;071;5.571.687,00;0;;0,00;41;7.834,95;3729;129,54;96655;2,74;SIM;591.745,13;591.745,13;66.178.789,74
4595;31/01/2018;019;061;065;077;080;7.025.545,50;0;;0,00;60;6.750,91;4538;134,22;120772;2,77;SIM;1.337.898,38;1.337.898,38;66.498.569,72
4596;01/02/2018;013;026;029;052;057;7.674.325,50;0;;0,00;166;2.665,42;8796;75,64;173812;2,10;SIM;2.152.955,79;2.152.955,79;66.847.880,05
4597;02/02/2018;004;005;008;014;018;8.509.180,50;3;PETROLINA - PE, RECIFE - PE, SEROPÉDICA - RJ;1.018.893,20;322;1.523,58;13753;53,64;242003;1,67;NAO;0,00;0,00;67.235.190,26
4598;03/02/2018;005;022;040;045;064;6.165.223,50;0;;0,00;68;5.227,25;4842;110,39;121923;2,41;SIM;654.782,12;654.782,12;67.515.811,19
4599;05/02/2018;023;027;031;036;059;6.995.926,50;0;;0,00;59;6.836,39;5349;113,39;134195;2,48;SIM;1.397.789,66;1.397.789,66;67.834.243,00
4600;06/02/2018;002;010;017;019;051;7.475.958,00;0;;0,00;217;1.986,28;11522;56,25;209997;1,69;SIM;2.191.779,31;2.191.779,31;68.174.524,29
4601;07/02/2018;010;021;028;063;064;8.705.238,00;0;;0,00;62;8.095,11;5580;135,25;154547;2,68;SIM;3.116.325,55;3.116.325,55;68.570.758,41
4602;08/02/2018;018;034;036;048;060;8.818.176,00;0;;0,00;118;4.308,54;7279;105,03;167957;2,50;SIM;4.052.866,45;4.052.866,45;68.972.133,09
4603;09/02/2018;024;029;042;050;055;9.630.108,00;1;ARACAJÚ - SE;5.075.639,20;91;6.101,32;7731;107,99;179453;2,55;NAO;0,00;0,00;69.410.464,27
4604;10/02/2018;005;015;049;065;078;5.598.418,50;0;;0,00;65;4.965,76;4206;115,40;107284;2,48;SIM;594.584,18;594.584,18;69.665.286,08
4605;14/02/2018;003;050;063;068;073;6.746.157,00;0;;0,00;42;9.260,63;3668;159,45;102513;3,13;SIM;1.311.064,76;1.311.064,76;69.972.349,21
4606;15/02/2018;003;010;017;023;068;7.103.668,50;0;;0,00;160;2.559,74;10707;57,52;179889;1,88;SIM;2.065.515,12;2.065.515,12;70.295.685,09
4607;16/02/2018;028;030;052;053;066;8.122.137,00;0;;0,00;55;8.514,15;4830;145,79;131206;2,95;SIM;2.928.132,69;2.928.132,69;70.665.378,35
4608;17/02/2018;015;023;037;058;075;8.010.120,00;1;SÃO GONÇALO - RJ;3.778.853,40;140;3.298,71;6636;104,65;154164;2,47;NAO;0,00;0,00;71.029.972,96
4609;19/02/2018;031;042;053;060;070;5.668.719,00;0;;0,00;27;12.104,72;2413;203,67;74029;3,65;SIM;602.050,49;602.050,49;71.287.994,61
4610;20/02/2018;009;018;036;054;062;6.599.839,50;2;MARTINOPOLE - CE, APARECIDA DE GOIÂNIA - GO;651.495,66;200;1.902,56;7378;77,55;138151;2,27;NAO;0,00;0,00;71.588.397,84
4611;21/02/2018;015;020;032;033;078;5.846.673,00;0;;0,00;53;6.360,14;4050;125,16;107050;2,60;SIM;620.950,22;620.950,22;71.854.519,38
4612;22/02/2018;010;013;014;070;078;6.631.510,50;0;;0,00;52;7.352,63;5352;107,42;140504;2,25;SIM;1.325.254,70;1.325.254,70;72.156.364,17
4613;23/02/2018;013;041;049;057;059;7.578.820,50;0;;0,00;68;6.425,79;5815;112,99;139709;2,58;SIM;2.130.168,93;2.130.168,93;72.501.327,43
4614;24/02/2018;001;008;039;046;051;7.831.428,00;1;PIRATININGA - SP;2.961.911,53;67;6.739,07;5136;132,19;139346;2,67;NAO;0,00;0,00;72.857.788,56
4615;26/02/2018;014;031;035;037;075;5.663.707,50;1;SETE LAGOAS - MG;601.518,24;63;5.183,15;4520;108,63;100800;2,67;NAO;0,00;0,00;73.115.582,10
4616;27/02/2018;009;038;039;055;064;5.742.565,50;0;;0,00;43;7.699,65;3718;133,90;103985;2,63;SIM;609.893,41;609.893,41;73.376.965,00
4617;28/02/2018;032;046;055;075;079;6.788.706,00;0;;0,00;47;8.327,65;3991;147,47;107909;2,99;SIM;1.330.892,95;1.330.892,95;73.685.964,82
4618;01/03/2018;017;022;024;046;049;7.456.540,50;0;;0,00;127;3.385,06;7749;83,42;159282;2,23;SIM;2.122.820,35;2.122.820,35;74.025.362,29
4619;02/03/2018;003;004;016;047;070;8.396.160,00;0;;0,00;131;3.695,24;7626;95,45;173352;2,30;SIM;3.014.540,73;3.014.540,73;74.407.528,18
4620;03/03/2018;016;020;027;067;080;8.508.748,50;0;;0,00;52;9.434,00;5000;147,53;146226;2,77;SIM;3.918.218,65;3.918.218,65;74.794.818,74
4621;05/03/2018;006;007;008;015;055;8.548.003,50;0;;0,00;184;2.678,43;10472;70,76;201286;2,02;SIM;4.826.065,68;4.826.065,68;75.183.896,06
4622;06/03/2018;023;033;042;068;074;9.836.820,00;0;;0,00;93;6.098,25;6847;124,55;176671;2,65;SIM;5.870.792,42;5.870.792,42;75.631.636,11
4623;07/03/2018;036;055;060;062;077;10.581.052,50;0;;0,00;94;6.489,85;7054;130,04;178964;2,81;SIM;6.994.560,93;6.994.560,93;76.113.251,20
4624;08/03/2018;003;011;033;041;046;11.339.338,50;0;;0,00;137;4.772,00;9928;99,02;236589;2,28;SIM;8.198.863,76;8.198.863,76;76.629.381,00
4625;09/03/2018;007;043;052;063;080;12.572.809,50;2;DIVINÓPOLIS - MG, GUAXUPÉ - MG;4.767.084,15;74;9.795,67;7151;152,43;214315;2,79;NAO;0,00;0,00;77.201.654,39
4626;10/03/2018;004;021;047;067;077;6.077.977,50;0;;0,00;58;6.041,77;3916;134,56;104522;2,77;SIM;645.516,09;645.516,09;77.478.304,16
4627;12/03/2018;016;022;028;047;071;6.815.185,50;0;;0,00;52;7.556,28;4652;127,01;120542;2,69;SIM;1.369.327,90;1.369.327,90;77.788.509,24
4628;13/03/2018;011;019;024;026;071;7.613.299,50;1;PORTO ALEGRE - RS;2.177.904,01;85;5.164,02;7408;89,10;168964;2,14;NAO;0,00;0,00;78.135.041,87
4629;14/03/2018;007;018;029;035;053;5.948.364,00;1;MOGI MIRIM - SP;631.750,39;111;3.089,64;6436;80,12;134876;2,10;NAO;0,00;0,00;78.405.792,05
4630;15/03/2018;015;035;058;072;080;5.660.427,00;1;CANOAS - RS;601.169,83;36;9.065,26;3720;131,92;99378;2,71;NAO;0,00;0,00;78.663.436,28
4631;16/03/2018;021;024;031;032;037;5.945.664,00;0;;0,00;46;7.452,06;4189;123,05;107877;2,62;SIM;631.463,64;631.463,64;78.934.063,56
4632;17/03/2018;001;020;043;044;077;6.472.318,50;1;PICOS - PI;1.318.861,01;60;6.219,31;4731;118,60;120725;2,55;NAO;0,00;0,00;79.228.662,43
4633;19/03/2018;003;025;060;061;071;5.400.013,50;0;;0,00;29;10.735,70;2900;161,43;86287;2,98;SIM;573.512,43;573.512,43;79.474.453,48
4634;20/03/2018;005;006;017;028;050;6.307.858,50;0;;0,00;122;2.980,95;6915;79,08;150266;2,00;SIM;1.243.443,19;1.243.443,19;79.761.566,68
4635;21/03/2018;003;012;029;046;047;6.833.305,50;0;;0,00;56;7.035,20;6264;94,57;151616;2,14;SIM;1.969.179,45;1.969.179,45;80.072.596,52
4636;22/03/2018;006;019;026;036;043;7.455.658,50;1;IGARAÇU DO TIETÊ - SP;2.761.013,18;109;3.943,60;7780;83,08;169583;2,09;NAO;0,00;0,00;80.411.953,84
