Concurso;Data Sorteio;1 Dezena;2 Dezena;3 Dezena;4 Dezena;5 Dezena;Arrecadacao Total;Ganhadores Quina;Cidade;Rateio Quina;Ganhadores Quadra;Rateio Quadra;Ganhadores Terno;Rateio Terno;Ganhadores Duque;Rateio Duque;Acumulado;Valor Acumulado;Estimativa Premio;Valor Acumulado Sorteio Especial São João
4318;22/02/2017;013;014;070;073;076;5.954.683,50;0;;0,00;56;6.130,62;3616;142,77;100747;2,81;SIM;1.188.571,89;1.188.571,89;74.591.099,89
4319;23/02/2017;039;041;043;056;066;6.355.138,50;0;;0,00;18;20.355,70;3904;141,13;101642;2,98;SIM;1.863.524,07;1.863.524,07;74.880.365,12
4320;24/02/2017;019;024;048;076;079;7.312.495,50;0;;0,00;73;5.775,33;6290;100,79;149402;2,33;SIM;2.640.153,05;2.640.153,05;75.213.206,13
4321;25/02/2017;008;034;042;056;057;6.765.924,00;0;;0,00;106;3.680,06;5867;99,98;132928;2,42;SIM;3.358.733,01;3.358.733,01;75.521.168,98
4322;01/03/2017;002;014;018;032;068;7.721.055,00;0;;0,00;85;5.237,10;6844;97,80;156592;2,35;SIM;4.178.753,36;4.178.753,36;75.872.606,28
4323;02/03/2017;033;038;058;060;062;8.666.833,50;0;;0,00;87;5.743,48;6178;121,62;139122;2,97;SIM;5.099.220,82;5.099.220,82;76.267.092,35
4324;03/03/2017;006;007;032;037;050;9.698.154,00;0;;0,00;83;6.736,66;7039;119,45;185816;2,48;SIM;6.129.220,44;6.129.220,44;76.708.520,77
4325;04/03/2017;030;039;044;062;065;9.647.412,00;1;SÃO PAULO - SP;7.153.830,98;49;11.351,37;4965;168,46;141468;3,25;NAO;0,00;0,00;77.147.639,58
4326;06/03/2017;008;028;045;066;070;5.602.893,00;0;;0,00;37;8.730,60;3393;143,16;99220;2,69;SIM;595.059,39;595.059,39;77.402.665,04
4327;07/03/2017;023;036;052;069;080;6.448.588,50;0;;0,00;57;6.522,64;4361;128,20;113500;2,70;SIM;1.279.936,49;1.279.936,49;77.696.183,82
4328;08/03/2017;016;018;026;069;078;7.182.580,50;0;;0,00;48;8.627,26;4267;145,93;123989;2,76;SIM;2.042.767,77;2.042.767,77;78.023.111,53
4329;09/03/2017;022;038;061;065;073;7.599.672,00;0;;0,00;57;7.686,94;4165;158,19;111762;3,24;SIM;2.849.896,55;2.849.896,55;78.369.023,88
4330;10/03/2017;006;015;027;038;039;8.370.877,50;1;SÃO PAULO - SP;3.738.931,78;83;5.814,69;8192;88,59;170553;2,34;NAO;0,00;0,00;78.750.038,99
4331;11/03/2017;009;020;026;063;072;5.953.824,00;0;;0,00;39;8.801,66;3840;134,42;104585;2,71;SIM;632.330,28;632.330,28;79.021.037,69
4332;13/03/2017;010;022;036;038;065;6.708.967,50;0;;0,00;83;4.660,27;6873;84,62;132594;2,41;SIM;1.344.861,13;1.344.861,13;79.326.408,07
4333;14/03/2017;004;016;036;070;072;7.334.358,00;0;;0,00;41;10.313,64;4458;142,63;128939;2,71;SIM;2.123.812,04;2.123.812,04;79.660.244,19
4334;15/03/2017;033;037;043;055;059;7.833.673,50;0;;0,00;148;3.051,67;7206;94,25;155758;2,39;SIM;2.955.793,12;2.955.793,12;80.016.807,53
4335;16/03/2017;001;043;047;061;071;8.478.435,00;0;;0,00;62;7.884,20;4807;152,91;139062;2,90;SIM;3.856.251,59;3.856.251,59;80.402.718,31
4336;17/03/2017;014;026;043;066;067;9.382.252,50;0;;0,00;109;4.962,65;7187;113,18;168840;2,64;SIM;4.852.700,65;4.852.700,65;80.829.767,93
4337;18/03/2017;005;022;031;044;073;9.535.335,00;1;PALHOÇA - SC;5.865.407,95;159;3.457,58;8714;94,87;205077;2,21;NAO;0,00;0,00;81.263.785,36
4338;20/03/2017;019;029;045;048;050;5.716.128,00;0;;0,00;54;6.102,98;4428;111,91;113053;2,41;SIM;607.085,60;607.085,60;81.523.964,91
4339;21/03/2017;011;021;047;049;079;6.605.874,00;1;GOIÂNIA - GO;1.308.667,32;82;4.644,62;4974;115,14;122654;2,56;NAO;0,00;0,00;81.824.642,81
4340;22/03/2017;049;061;067;076;078;5.724.175,50;0;;0,00;38;8.684,86;3100;160,08;78323;3,48;SIM;607.940,29;607.940,29;82.085.188,67
4341;23/03/2017;025;032;034;070;072;6.324.906,00;0;;0,00;41;8.894,13;3504;156,49;100981;2,98;SIM;1.279.681,60;1.279.681,60;82.373.077,81
4342;24/03/2017;017;033;036;041;074;7.178.845,50;0;;0,00;84;4.927,30;5798;107,34;136582;2,50;SIM;2.042.116,19;2.042.116,19;82.699.835,50
4343;25/03/2017;006;022;045;075;078;7.178.794,50;1;ADAMANTINA - SP;2.804.545,37;87;4.757,36;5406;115,12;132610;2,58;NAO;0,00;0,00;83.026.590,88
4344;27/03/2017;002;032;046;057;080;5.453.977,50;0;;0,00;51;6.165,62;3630;130,26;98617;2,63;SIM;579.243,70;579.243,70;83.274.838,19
4345;28/03/2017;004;009;012;049;059;6.153.132,00;0;;0,00;90;3.941,73;6515;81,88;138960;2,11;SIM;1.232.741,63;1.232.741,63;83.554.908,74
4346;29/03/2017;001;015;052;063;074;6.815.848,50;0;;0,00;48;8.186,76;4225;139,86;114919;2,82;SIM;1.956.623,85;1.956.623,85;83.865.144,00
4347;30/03/2017;001;021;057;070;076;7.099.102,50;0;;0,00;42;9.745,13;3616;170,21;109095;3,10;SIM;2.710.589,28;2.710.589,28;84.188.272,06
4348;31/03/2017;057;069;070;078;079;8.211.856,50;0;;0,00;133;3.559,78;5565;127,93;126210;3,10;SIM;3.582.735,57;3.582.735,57;84.562.049,06
4349;01/04/2017;006;015;044;056;076;8.320.293,00;1;RIO DE JANEIRO - RJ;4.466.398,44;81;5.922,26;6242;115,56;163221;2,43;NAO;0,00;0,00;84.940.761,73
4350;03/04/2017;021;029;058;070;072;5.590.722,00;0;;0,00;45;7.162,90;2835;170,97;82966;3,21;SIM;593.766,76;593.766,76;85.195.233,21
4351;04/04/2017;006;010;026;041;054;6.550.458,00;1;Curitiba - PR;1.289.462,99;82;4.605,65;5429;104,60;131469;2,37;NAO;0,00;0,00;85.493.388,75
4352;05/04/2017;006;033;044;063;078;5.862.525,00;0;;0,00;63;5.365,10;4595;110,61;113910;2,45;SIM;622.633,80;622.633,80;85.760.231,83
4353;06/04/2017;002;022;043;044;050;6.621.352,50;0;;0,00;72;5.302,10;5501;104,35;135958;2,32;SIM;1.325.859,43;1.325.859,43;86.061.614,26
4354;07/04/2017;045;052;053;070;076;7.427.023,50;0;;0,00;56;7.646,46;4559;141,23;124220;2,85;SIM;2.114.651,96;2.114.651,96;86.399.668,21
4355;08/04/2017;002;009;033;035;069;7.401.366,00;0;;0,00;97;4.399,20;7074;90,71;160829;2,19;SIM;2.900.719,50;2.900.719,50;86.736.554,31
4356;10/04/2017;020;054;068;070;080;7.094.943,00;0;;0,00;55;7.437,38;4415;139,32;110346;3,06;SIM;3.654.243,17;3.654.243,17;87.059.493,04
4357;11/04/2017;004;022;036;048;070;8.409.226,50;0;;0,00;118;4.108,73;7667;95,09;167296;2,39;SIM;4.547.351,29;4.547.351,29;87.442.253,68
4358;12/04/2017;001;041;045;047;049;9.137.238,00;0;;0,00;200;2.634,02;6970;113,65;163758;2,66;SIM;5.517.778,41;5.517.778,41;87.858.151,03
4359;13/04/2017;011;015;028;057;058;9.526.405,50;0;;0,00;118;4.654,58;8407;98,24;196116;2,31;SIM;6.529.537,35;6.529.537,35;88.291.762,02
4360;15/04/2017;026;027;029;049;070;9.147.889,50;0;;0,00;48;10.987,86;5928;133,79;159832;2,72;SIM;7.501.095,73;7.501.095,73;88.708.144,19
4361;17/04/2017;006;043;045;049;066;10.448.511,00;0;;0,00;125;4.819,23;8903;101,74;201828;2,46;SIM;8.610.787,57;8.610.787,57;89.183.726,41
4362;18/04/2017;026;029;052;067;071;11.588.434,50;0;;0,00;115;5.809,79;7470;134,49;190028;2,90;SIM;9.841.545,83;9.841.545,83;89.711.194,25
4363;19/04/2017;003;013;053;054;055;12.720.945,00;0;;0,00;240;3.055,92;13325;82,76;288273;2,10;SIM;11.192.583,20;11.192.583,20;90.290.210,28
4364;20/04/2017;024;031;063;064;068;13.516.164,00;0;;0,00;131;5.948,61;9305;125,93;224189;2,87;SIM;12.628.077,40;12.628.077,40;90.905.422,09
4365;22/04/2017;020;039;051;064;070;13.741.992,00;0;;0,00;69;11.482,44;6652;179,10;195298;3,35;SIM;14.087.555,84;14.087.555,84;91.530.912,87
4366;24/04/2017;010;018;020;023;059;14.387.761,50;0;;0,00;168;4.937,62;13511;92,32;304772;2,25;SIM;15.615.618,69;15.615.618,69;92.185.796,97
4367;25/04/2017;037;047;051;067;076;15.421.866,00;1;BRASÍLIA - DF;17.253.509,39;96;9.261,88;9265;144,31;238791;3,07;NAO;0,00;0,00;92.887.750,13
4368;26/04/2017;004;030;033;052;066;5.854.746,00;0;;0,00;32;10.548,52;3905;129,98;105925;2,63;SIM;621.807,62;621.807,62;93.154.239,13
4369;27/04/2017;009;010;020;021;034;5.606.956,50;0;;0,00;107;3.021,18;5857;82,99;124212;2,15;SIM;1.217.298,58;1.217.298,58;93.409.449,56
4370;28/04/2017;033;035;066;075;079;6.615.187,50;0;;0,00;53;7.196,14;4771;120,21;117645;2,68;SIM;1.919.869,46;1.919.869,46;93.710.551,37
4371;29/04/2017;014;042;057;064;078;7.560.399,00;0;;0,00;76;5.735,41;5622;116,59;129450;2,78;SIM;2.722.827,22;2.722.827,22;94.054.676,14
4372;02/05/2017;021;026;034;062;065;8.600.727,00;1;NATAL - RN;3.636.273,79;60;8.264,52;5537;134,67;141011;2,90;NAO;0,00;0,00;94.446.153,25
4373;03/05/2017;038;063;071;072;077;6.132.241,50;0;;0,00;70;5.050,74;4220;125,98;95937;3,04;SIM;651.279,24;651.279,24;94.725.272,95
4374;04/05/2017;012;043;047;051;055;7.089.856,50;0;;0,00;106;3.856,25;5500;111,76;136875;2,46;SIM;1.404.262,69;1.404.262,69;95.047.980,15
4375;05/05/2017;009;036;043;051;066;8.408.166,00;0;;0,00;89;5.446,84;6477;112,54;157329;2,54;SIM;2.297.258,18;2.297.258,18;95.430.692,51
4376;06/05/2017;007;026;030;061;071;8.796.112,50;0;;0,00;64;7.924,00;4762;160,14;138680;3,02;SIM;3.231.455,81;3.231.455,81;95.831.062,94
4377;08/05/2017;006;014;075;077;079;8.634.730,50;0;;0,00;104;4.786,84;6932;107,99;160904;2,55;SIM;4.148.513,74;4.148.513,74;96.224.087,78
4378;09/05/2017;020;029;057;073;075;10.198.096,50;0;;0,00;81;7.258,85;6338;139,50;165971;2,92;SIM;5.231.610,13;5.231.610,13;96.688.271,96
4379;10/05/2017;009;013;048;072;080;11.195.608,50;0;;0,00;127;5.082,50;8942;108,54;226625;2,35;SIM;6.420.648,01;6.420.648,01;97.197.859,64
4380;11/05/2017;026;035;038;058;080;11.641.744,50;0;;0,00;75;8.949,33;7270;138,83;200387;2,77;SIM;7.657.068,10;7.657.068,10;97.727.753,98
4381;12/05/2017;024;040;064;067;074;12.220.086,00;0;;0,00;94;7.495,14;7637;138,72;196007;2,97;SIM;8.954.911,38;8.954.911,38;98.283.972,55
4382;13/05/2017;002;016;039;055;066;11.922.918,00;0;;0,00;92;7.471,85;7934;130,28;215188;2,64;SIM;10.221.193,71;10.221.193,71;98.826.664,99
4383;15/05/2017;018;019;021;047;062;12.792.097,50;0;;0,00;158;4.667,86;10102;109,78;251910;2,42;SIM;11.579.787,90;11.579.787,90;99.408.919,66
4384;16/05/2017;008;036;040;056;064;13.785.201,00;0;;0,00;89;8.930,11;8876;134,65;236618;2,77;SIM;13.043.855,37;13.043.855,37;100.036.377,16
4385;17/05/2017;020;022;025;052;067;14.300.986,50;2;MACAPÁ - AP, LIVRAMENTO DE NOSSA SENHORA - BA;7.281.351,12;168;4.907,84;11561;107,24;270566;2,52;NAO;0,00;0,00;100.687.311,55
4386;18/05/2017;030;032;038;064;077;5.526.103,50;0;;0,00;48;6.637,61;3377;141,87;84550;3,11;SIM;586.903,90;586.903,90;100.938.841,81
4387;19/05/2017;011;017;018;044;071;6.619.560,00;0;;0,00;116;3.290,07;6964;82,41;146665;2,15;SIM;1.289.939,16;1.289.939,16;101.240.142,65
4388;20/05/2017;009;020;023;038;046;7.079.964,00;0;;0,00;82;4.977,96;6108;100,49;147176;2,29;SIM;2.041.871,96;2.041.871,96;101.562.399,58
4389;22/05/2017;005;012;019;061;069;7.605.585,00;0;;0,00;152;2.884,84;8746;75,39;175312;2,06;SIM;2.849.628,74;2.849.628,74;101.908.581,07
4390;23/05/2017;001;013;045;066;067;8.230.990,50;0;;0,00;80;5.931,92;6290;113,45;163847;2,39;SIM;3.723.807,17;3.723.807,17;102.283.228,99
4391;24/05/2017;011;032;038;041;055;8.829.000,00;0;;0,00;70;7.271,88;5828;131,34;154900;2,71;SIM;4.661.497,64;4.661.497,64;102.685.096,36
4392;25/05/2017;002;015;031;039;040;9.064.915,50;0;;0,00;184;2.840,40;8875;88,55;175450;2,46;SIM;5.624.243,70;5.624.243,70;103.097.701,82
4393;26/05/2017;008;018;020;038;042;9.842.644,50;0;;0,00;89;6.376,10;8274;103,13;196798;2,38;SIM;6.669.589,04;6.669.589,04;103.545.706,98
4394;27/05/2017;014;027;044;049;050;9.490.587,00;0;;0,00;164;3.336,44;9339;88,10;195738;2,31;SIM;7.677.543,84;7.677.543,84;103.977.687,63
4395;29/05/2017;029;036;057;069;077;10.453.257,00;0;;0,00;84;7.174,74;7513;120,62;186010;2,67;SIM;8.787.739,73;8.787.739,73;104.453.485,88
4396;30/05/2017;003;018;038;043;044;11.300.391,00;0;;0,00;135;4.826,06;10704;91,52;247900;2,17;SIM;9.987.906,12;9.987.906,12;104.967.842,91
4397;31/05/2017;004;006;029;071;072;12.252.846,00;3;VILA VELHA - ES, TERESINA - PI, RIO DE JANEIRO - RJ;3.763.076,23;125;5.651,46;8500;124,97;229349;2,54;NAO;0,00;0,00;105.525.552,61
4398;01/06/2017;008;020;068;070;078;5.663.184,00;0;;0,00;45;7.255,74;3274;149,96;90187;2,99;SIM;601.462,64;601.462,64;105.783.322,32
4399;02/06/2017;026;033;038;066;071;7.250.268,00;1;GUANAMBI - BA;1.371.482,72;92;4.543,60;5083;123,66;127030;2,72;NAO;0,00;0,00;106.113.330,94
4400;03/06/2017;018;020;034;075;078;6.145.846,50;0;;0,00;47;7.539,07;3770;141,33;107382;2,72;SIM;652.724,17;652.724,17;106.393.069,89
4401;05/06/2017;012;017;056;064;077;7.006.548,00;0;;0,00;65;6.214,76;5416;112,15;138353;2,41;SIM;1.396.859,78;1.396.859,78;106.711.985,15
4402;06/06/2017;002;024;054;074;076;7.859.557,50;0;;0,00;87;5.208,49;5954;114,44;147107;2,54;SIM;2.231.589,89;2.231.589,89;107.069.726,64
4403;07/06/2017;011;018;024;040;059;8.609.854,50;0;;0,00;67;7.408,92;6685;111,66;166870;2,46;SIM;3.146.005,85;3.146.005,85;107.461.619,21
4404;08/06/2017;032;035;037;065;066;8.900.572,50;1;SÃO PAULO - SP;4.091.297,74;105;4.887,22;6628;116,42;154363;2,74;NAO;0,00;0,00;107.866.744,32
4405;09/06/2017;006;028;040;045;076;6.374.175,00;0;;0,00;42;8.750,00;4475;123,49;114465;2,65;SIM;676.973,97;676.973,97;108.156.876,03
4406;10/06/2017;007;038;064;065;079;6.829.381,50;0;;0,00;61;6.454,84;4421;133,92;114136;2,85;SIM;1.402.293,47;1.402.293,47;108.467.727,27
4407;12/06/2017;022;032;041;067;075;7.574.883,00;0;;0,00;36;12.131,29;3892;168,73;117632;3,07;SIM;2.206.789,51;2.206.789,51;108.812.511,31
4408;13/06/2017;019;033;062;070;075;7.843.963,50;0;;0,00;64;7.066,25;4648;146,31;132176;2,82;SIM;3.039.863,45;3.039.863,45;109.169.543,00
4409;14/06/2017;033;038;053;061;070;9.066.841,50;0;;0,00;47;11.122,23;4992;157,46;143105;3,02;SIM;4.002.814,06;4.002.814,06;109.582.236,13
4410;16/06/2017;014;019;021;074;077;9.717.903,00;1;GUARULHOS - SP;5.034.911,14;88;6.366,83;7770;108,43;191558;2,41;NAO;0,00;0,00;110.024.563,46
4411;17/06/2017;026;044;047;055;064;5.869.560,00;0;;0,00;68;4.976,57;4532;112,28;111622;2,50;SIM;110.915.107,69;110.915.107,69;110.915.107,69
4412;24/06/2017;006;007;013;014;026;188.170.680,00;12;MANAUS - AM, BRASÍLIA - DF, APARECIDA DE GOIÂNIA - GO, SÃO LUIS - MA, BELO HORIZONTE - MG, Teresina - PI, MARIALVA - PR, RIO DE JANEIRO - RJ, PASSO FUNDO - RS, SÃO PAULO - SP;11.622.069,29;4311;2.516,56;236205;69,06;4786382;1,87;NAO;0,00;0,00;0,00
4413;26/06/2017;008;012;033;046;062;5.535.102,00;1;Curitiba - PR;587.859,60;63;5.065,46;4562;105,19;111889;2,35;NAO;0,00;0,00;251.939,85
4414;27/06/2017;002;019;062;067;079;5.723.787,00;0;;0,00;51;6.470,64;4329;114,63;106407;2,56;SIM;607.899,03;607.899,03;512.468,02
4415;28/06/2017;019;044;061;062;069;6.759.627,00;0;;0,00;57;6.837,25;4473;131,01;116732;2,76;SIM;1.325.810,21;1.325.810,21;820.144,25
4416;29/06/2017;001;002;012;016;062;6.933.606,00;0;;0,00;116;3.446,15;7463;80,54;156416;2,11;SIM;2.062.198,95;2.062.198,95;1.135.739,44
4417;30/06/2017;035;038;056;065;076;8.308.480,50;1;CAXIAS DO SUL - RS;2.944.607,27;80;5.987,77;5956;120,94;138015;2,87;NAO;0,00;0,00;1.513.914,44
4418;01/07/2017;016;017;046;056;079;6.354.502,50;0;;0,00;36;10.176,84;3734;147,54;114595;2,64;SIM;674.884,63;674.884,63;1.803.150,73
4419;03/07/2017;004;007;034;038;039;7.116.609,00;1;PORTO ALEGRE - RS;1.430.709,35;142;2.889,47;6763;91,23;156254;2,17;NAO;0,00;0,00;2.127.075,62
4420;04/07/2017;013;050;053;056;060;5.886.744,00;0;;0,00;54;6.285,14;4082;125,02;103268;2,71;SIM;625.206,00;625.206,00;2.395.021,05
4421;05/07/2017;009;019;035;049;070;7.700.676,00;0;;0,00;68;6.529,10;7018;95,13;162864;2,25;SIM;1.443.061,99;1.443.061,99;2.745.530,78
4422;06/07/2017;010;017;018;048;079;7.930.020,00;0;;0,00;91;5.024,20;7087;97,01;173230;2,18;SIM;2.285.275,63;2.285.275,63;3.106.479,49
4423;07/07/2017;020;034;063;064;067;8.974.692,00;0;;0,00;76;6.808,32;5807;133,99;141986;3,01;SIM;3.238.439,43;3.238.439,43;3.514.978,28
4424;08/07/2017;009;025;030;057;066;9.060.886,50;0;;0,00;69;7.571,04;6062;129,58;166197;2,59;SIM;4.200.757,59;4.200.757,59;3.927.400,36
4425;10/07/2017;005;018;048;078;080;9.122.658,00;0;;0,00;95;5.536,45;7768;101,81;186512;2,33;SIM;5.169.636,22;5.169.636,22;4.342.634,08
4426;11/07/2017;038;044;057;064;073;10.640.431,50;0;;0,00;103;5.956,01;7970;115,74;192195;2,63;SIM;6.299.711,12;6.299.711,12;4.826.951,91
4427;12/07/2017;015;042;043;045;073;11.570.853,00;0;;0,00;114;5.851,86;9882;101,51;222121;2,48;SIM;7.528.602,13;7.528.602,13;5.353.619,50
4428;13/07/2017;023;039;047;051;064;11.899.809,00;0;;0,00;142;4.831,54;9166;112,55;209204;2,71;SIM;8.792.430,15;8.792.430,15;5.895.260,10
4429;14/07/2017;009;038;040;052;075;13.374.961,50;0;;0,00;116;6.647,65;9360;123,88;238939;2,66;SIM;10.212.927,83;10.212.927,83;6.504.044,83
4430;15/07/2017;023;033;048;067;078;12.483.450,00;0;;0,00;81;8.885,52;7781;139,09;219147;2,71;SIM;11.538.741,88;11.538.741,88;7.072.250,86
4431;17/07/2017;029;055;061;069;071;13.958.574,00;0;;0,00;128;6.287,31;9175;131,90;224661;2,96;SIM;13.021.222,57;13.021.222,57;7.707.599,74
4432;18/07/2017;014;054;069;071;072;14.631.453,00;1;AVARÉ - SP;14.575.166,87;130;6.489,00;10891;116,47;248660;2,80;NAO;0,00;0,00;8.373.575,88
4433;19/07/2017;006;008;025;043;077;6.352.087,50;0;;0,00;89;4.114,91;6074;90,66;140171;2,16;SIM;674.628,15;674.628,15;8.662.702,24
4434;20/07/2017;012;020;026;077;079;6.903.744,00;0;;0,00;45;8.845,16;5270;113,57;133910;2,45;SIM;1.407.845,39;1.407.845,39;8.976.938,21
4435;21/07/2017;008;010;040;049;076;8.093.467,50;0;;0,00;78;5.982,37;5607;125,14;148638;2,59;SIM;2.267.418,09;2.267.418,09;9.345.326,51
4436;22/07/2017;002;027;033;075;078;8.314.507,50;2;Mimoso do Sul - ES, PASTOS BONS - MA;1.575.233,25;94;5.099,67;6647;108,44;162816;2,43;NAO;0,00;0,00;9.723.775,85
4437;24/07/2017;012;014;018;048;053;5.860.201,50;0;;0,00;106;3.187,43;6494;78,23;133410;2,09;SIM;622.387,03;622.387,03;9.990.513,16
4438;25/07/2017;009;033;042;045;055;6.721.566,00;0;;0,00;74;5.236,88;5974;97,54;147394;2,17;SIM;1.336.255,91;1.336.255,91;10.296.456,97
4439;26/07/2017;033;050;056;062;074;7.905.316,50;0;;0,00;52;8.764,95;4544;150,83;119979;3,14;SIM;2.175.845,89;2.175.845,89;10.656.281,26
4440;27/07/2017;023;049;051;060;075;7.781.896,50;0;;0,00;58;7.735,55;4580;147,30;121099;3,06;SIM;3.002.327,97;3.002.327,97;11.010.487,88
4441;28/07/2017;004;024;029;058;074;8.904.751,50;0;;0,00;100;5.133,99;7055;109,43;174429;2,43;SIM;3.948.063,69;3.948.063,69;11.415.803,19
4442;29/07/2017;002;015;033;039;078;9.165.973,50;0;;0,00;144;3.669,86;9234;86,05;190344;2,29;SIM;4.921.542,69;4.921.542,69;11.833.008,49
4443;31/07/2017;001;005;025;053;072;10.192.914,00;0;;0,00;117;5.022,81;9819;90,00;220415;2,20;SIM;6.004.088,65;6.004.088,65;12.296.956,78
4444;01/08/2017;002;043;058;061;062;12.089.473,50;0;;0,00;82;8.500,16;7138;146,83;188025;3,06;SIM;7.288.060,13;7.288.060,13;12.847.230,29
4445;02/08/2017;038;046;060;064;077;13.531.959,00;0;;0,00;140;5.572,70;9139;128,37;224060;2,87;SIM;8.725.231,86;8.725.231,86;13.463.161,04
4446;03/08/2017;014;022;054;069;072;14.044.474,50;0;;0,00;834;1.386,99;11238;108,34;257152;2,60;SIM;10.216.835,67;10.216.835,67;14.102.419,84
4447;04/08/2017;011;021;036;037;070;15.534.130,50;1;CONTAGEM - MG;11.866.649,50;172;5.207,05;10694;125,93;268808;2,75;NAO;0,00;0,00;14.809.482,92
4448;05/08/2017;010;022;027;032;059;6.675.946,50;0;;0,00;74;5.201,33;5678;101,93;137655;2,31;SIM;709.023,84;709.023,84;15.113.350,29
4449;07/08/2017;005;021;024;069;073;7.502.274,00;2;PALMEIRA DAS MISSÕES - RS, SÃO JOSÉ DAS MISSÕES - RS;752.904,20;67;6.455,82;5211;124,81;139192;2,57;NAO;0,00;0,00;15.454.829,39
4450;08/08/2017;010;026;042;047;063;6.132.714,00;1;GUARÁ - SP;651.329,42;39;9.066,12;4432;119,96;115412;2,53;NAO;0,00;0,00;15.733.970,59
4451;09/08/2017;025;043;054;070;077;6.657.693,00;0;;0,00;55;6.979,03;4637;124,47;113946;2,78;SIM;707.085,21;707.085,21;16.037.007,12
4452;10/08/2017;010;011;019;028;057;6.984.508,50;1;GUARUJÁ - SP;1.448.880,09;151;2.666,82;9788;61,86;177891;1,87;NAO;0,00;0,00;16.354.919,24
4453;11/08/2017;028;045;048;049;066;6.395.238,00;0;;0,00;74;4.982,63;4797;115,58;114045;2,67;SIM;679.210,98;679.210,98;16.646.009,67
4454;12/08/2017;017;018;021;037;072;7.387.417,50;0;;0,00;56;7.605,68;5747;111,44;143769;2,45;SIM;1.463.797,12;1.463.797,12;16.982.260,88
4455;14/08/2017;033;038;058;072;076;7.727.085,00;0;;0,00;71;6.274,67;5502;121,76;133444;2,76;SIM;2.284.457,89;2.284.457,89;17.333.972,65
4456;15/08/2017;012;016;030;060;067;7.767.640,50;0;;0,00;75;5.971,20;4943;136,24;130312;2,84;SIM;3.109.425,89;3.109.425,89;17.687.530,38
4457;16/08/2017;005;015;021;070;075;9.165.133,50;1;SÃO PAULO - SP;4.082.815,67;63;8.387,49;6723;118,19;175546;2,48;NAO;0,00;0,00;18.104.697,45
4458;17/08/2017;006;009;011;034;053;5.776.246,50;0;;0,00;97;3.433,27;6584;76,06;136888;2,01;SIM;613.470,53;613.470,53;18.367.613,41
4459;18/08/2017;006;014;022;028;074;7.211.043,00;0;;0,00;136;3.056,98;7239;86,36;156363;2,19;SIM;1.379.324,68;1.379.324,68;18.695.836,63
4460;19/08/2017;005;013;018;041;068;7.440.859,50;0;;0,00;86;4.988,37;7744;83,30;169922;2,08;SIM;2.169.586,66;2.169.586,66;19.034.520,35
4461;21/08/2017;016;036;042;066;068;7.851.837,00;1;MACAPÁ - AP;3.003.496,81;74;6.117,49;5174;131,56;129053;2,90;NAO;0,00;0,00;19.391.910,42
4462;22/08/2017;016;032;044;059;065;5.568.054,00;1;RECIFE - PE;591.359,29;79;4.063,59;4125;117,02;96326;2,75;NAO;0,00;0,00;19.645.350,13
4463;23/08/2017;004;011;023;033;050;5.863.233,00;0;;0,00;78;4.333,87;5739;88,57;134225;2,08;SIM;622.708,99;622.708,99;19.912.225,44
4464;24/08/2017;005;011;035;043;054;6.298.572,00;1;PIEDADE - SP;1.291.653,49;114;3.185,45;6414;85,13;144510;2,07;NAO;0,00;0,00;20.198.915,94
4465;26/08/2017;008;023;030;037;067;5.868.816,00;0;;0,00;58;5.833,86;4383;116,08;109624;2,55;SIM;623.301,94;623.301,94;20.466.045,37
4466;26/08/2017;017;029;039;054;056;5.907.697,50;1;JUNDIAÍ - SP;1.250.733,31;60;5.676,76;4677;109,51;115147;2,44;NAO;0,00;0,00;20.734.944,54
4467;28/08/2017;003;008;033;056;065;5.491.222,50;0;;0,00;74;4.278,30;5324;89,42;123441;2,12;SIM;583.199,35;583.199,35;20.984.887,13
4468;29/08/2017;013;017;049;050;063;6.271.909,50;2;MAUÁ - SP, MOCOCA - SP;624.656,06;88;4.109,14;5312;102,36;125044;2,39;NAO;0,00;0,00;21.270.364,06
4469;30/08/2017;012;060;063;071;078;6.021.732,00;1;ITAPORA - MS;639.542,50;34;10.211,18;2730;191,23;84311;3,40;NAO;0,00;0,00;21.544.453,71
4470;31/08/2017;014;040;062;068;073;5.464.701,00;0;;0,00;23;13.698,47;2747;172,47;75280;3,46;SIM;580.382,61;580.382,61;21.793.189,12
4471;01/09/2017;013;034;046;070;077;7.209.831,00;0;;0,00;55;7.557,81;5278;118,43;134425;2,55;SIM;1.346.108,04;1.346.108,04;22.121.357,17
4472;02/09/2017;025;027;031;057;079;7.271.758,50;0;;0,00;65;6.450,00;5549;113,61;135840;2,55;SIM;2.118.410,53;2.118.410,53;22.452.343,96
4473;04/09/2017;013;027;035;073;080;8.097.247,50;1;DIVINÓPOLIS - MG;2.978.384,69;83;5.624,62;6742;104,12;163300;2,36;NAO;0,00;0,00;22.820.904,33
4474;05/09/2017;007;015;021;022;055;5.583.057,00;1;VILA VELHA - ES;592.952,69;121;2.660,24;6827;70,90;134551;1,97;NAO;0,00;0,00;23.075.026,93
4475;06/09/2017;008;045;049;062;075;6.007.350,00;0;;0,00;46;7.529,37;3969;131,22;101775;2,81;SIM;638.015,05;638.015,05;23.348.461,97
4476;08/09/2017;012;013;016;044;079;6.910.903,50;0;;0,00;84;4.743,39;6766;88,55;158958;2,07;SIM;1.371.992,66;1.371.992,66;23.663.023,80
